Emission Factor Title,Sector,Unit Type,Emission Factor,Source
Concrete GEN0 with 15% PFA cement,Materials and Manufacturing,kg/m3,0.1515,Circular Ecology
Concrete GEN0 with 25% GGBS cement,Materials and Manufacturing,kg/m3,0.1303,Circular Ecology
Concrete GEN0 with 30% PFA cement,Materials and Manufacturing,kg/m3,0.1341,Circular Ecology
Concrete GEN0 with 35% natural pozzolanic ash cement,Materials and Manufacturing,kg/m3,0.1319,Circular Ecology
Concrete GEN0 with 40% PFA cement,Materials and Manufacturing,kg/m3,0.124,Circular Ecology
Concrete GEN0 with 50% GGBS cement,Materials and Manufacturing,kg/m3,0.09592,Circular Ecology
Concrete GEN0 with 70% GGBS cement,Materials and Manufacturing,kg/m3,0.08025,Circular Ecology
Concrete GEN0 with average UK additions cement,Materials and Manufacturing,kg/m3,0.1547,Circular Ecology
Concrete GEN0 with CEM I cement,Materials and Manufacturing,kg/m3,0.1669,Circular Ecology
Concrete GEN1 with 14% limestone cement,Materials and Manufacturing,kg/m3,0.3655,Circular Ecology
Concrete GEN1 with 15% PFA cement,Materials and Manufacturing,kg/m3,0.3037,Circular Ecology
Concrete GEN1 with 25% GGBS cement,Materials and Manufacturing,kg/m3,0.2433,Circular Ecology
Concrete GEN1 with 30% PFA cement,Materials and Manufacturing,kg/m3,0.3402,Circular Ecology
Concrete GEN1 with 35% natural pozzolanic ash cement,Materials and Manufacturing,kg/m3,0.1793,Circular Ecology
Concrete GEN1 with 40% PFA cement,Materials and Manufacturing,kg/m3,0.1677,Circular Ecology
Concrete GEN1 with 50% GGBS cement,Materials and Manufacturing,kg/m3,0.2166,Circular Ecology
Concrete GEN1 with 70% GGBS cement,Materials and Manufacturing,kg/m3,0.1032,Circular Ecology
Concrete GEN1 with average UK additions cement,Materials and Manufacturing,kg/m3,0.2125,Circular Ecology
Concrete GEN1 with CEM I cement,Materials and Manufacturing,kg/m3,0.2303,Circular Ecology
Concrete GEN 2 with CEM I cement,Materials and Manufacturing,kg/m3,0.2488,Circular Ecology
Concrete GEN 3 with CEM I cement,Materials and Manufacturing,kg/m3,0.267,Circular Ecology
Concrete GEN 2 with 14% limestone cement,Materials and Manufacturing,kg/m3,0.2145,Circular Ecology
Concrete GEN 2 with 15% PFA cement,Materials and Manufacturing,kg/m3,0.2278,Circular Ecology
Concrete GEN 2 with 25% GGBS cement,Materials and Manufacturing,kg/m3,0.1916,Circular Ecology
Concrete GEN 2 with 30% PFA cement,Materials and Manufacturing,kg/m3,0.2025,Circular Ecology
Concrete GEN 2 with 35% natural pozzolanic ash cement,Materials and Manufacturing,kg/m3,0.1929,Circular Ecology
Concrete GEN 2 with 40% PFA cement,Materials and Manufacturing,kg/m3,0.1803,Circular Ecology
Concrete GEN 2 with 50% GGBS cement,Materials and Manufacturing,kg/m3,0.1371,Circular Ecology
Concrete GEN 2 with 70% GGBS cement,Materials and Manufacturing,kg/m3,0.1099,Circular Ecology
Concrete GEN 2 with average UK additions cement,Materials and Manufacturing,kg/m3,0.2292,Circular Ecology
Concrete GEN 3 with 14% limestone cement,Materials and Manufacturing,kg/m3,0.23,Circular Ecology
Concrete GEN 3 with 15% PFA cement,Materials and Manufacturing,kg/m3,0.2443,Circular Ecology
Concrete GEN 3 with 25% GGBS cement,Materials and Manufacturing,kg/m3,0.2052,Circular Ecology
Concrete GEN 3 with 30% PFA cement,Materials and Manufacturing,kg/m3,0.217,Circular Ecology
Concrete GEN 3 with 35% natural pozzolanic ash cement,Materials and Manufacturing,kg/m3,0.2066,Circular Ecology
Concrete GEN 3 with 40% PFA cement,Materials and Manufacturing,kg/m3,0.1928,Circular Ecology
Concrete GEN 3 with 50% GGBS cement,Materials and Manufacturing,kg/m3,0.1463,Circular Ecology
Concrete GEN 3 with 70% GGBS cement,Materials and Manufacturing,kg/m3,0.1168,Circular Ecology
Concrete GEN 3 with average UK additions cement,Materials and Manufacturing,kg/m3,0.2459,Circular Ecology
Concrete PAV1 with 14% limestone cement,Materials and Manufacturing,kg/m3,0.2805,Circular Ecology
Concrete PAV1 with 15% PFA cement,Materials and Manufacturing,kg/m3,0.3009,Circular Ecology
Concrete PAV1 with 25% GGBS cement,Materials and Manufacturing,kg/m3,0.2576,Circular Ecology
Concrete PAV1 with 30% PFA cement,Materials and Manufacturing,kg/m3,0.2683,Circular Ecology
Concrete PAV1 with 35% natural pozzolanic ash cement,Materials and Manufacturing,kg/m3,0.2513,Circular Ecology
Concrete PAV1 with 40% PFA cement,Materials and Manufacturing,kg/m3,0.2341,Circular Ecology
Concrete PAV1 with 50% GGBS cement,Materials and Manufacturing,kg/m3,0.1869,Circular Ecology
Concrete PAV1 with 70% GGBS cement,Materials and Manufacturing,kg/m3,0.1397,Circular Ecology
Concrete PAV1 with average UK additions cement,Materials and Manufacturing,kg/m3,0.3006,Circular Ecology
Concrete PAV1 with CEM I cement,Materials and Manufacturing,kg/m3,0.3268,Circular Ecology
Concrete PAV2 with 14% limestone cement,Materials and Manufacturing,kg/m3,0.3103,Circular Ecology
Concrete PAV2 with 15% PFA cement,Materials and Manufacturing,kg/m3,0.3329,Circular Ecology
Concrete PAV2 with 25% GGBS cement,Materials and Manufacturing,kg/m3,0.2883,Circular Ecology
Concrete PAV2 with 30% PFA cement,Materials and Manufacturing,kg/m3,0.2986,Circular Ecology
Concrete PAV2 with 35% natural pozzolanic ash cement,Materials and Manufacturing,kg/m3,0.2792,Circular Ecology
Concrete PAV2 with 40% PFA cement,Materials and Manufacturing,kg/m3,0.2599,Circular Ecology
Concrete PAV2 with 50% GGBS cement,Materials and Manufacturing,kg/m3,0.2123,Circular Ecology
Concrete PAV2 with 70% GGBS cement,Materials and Manufacturing,kg/m3,0.1516,Circular Ecology
Concrete PAV2 with average UK additions cement,Materials and Manufacturing,kg/m3,0.3297,Circular Ecology
Concrete PAV2 with CEM I cement,Materials and Manufacturing,kg/m3,0.3588,Circular Ecology
Concrete RC20/25 with 14% limestone cement,Materials and Manufacturing,kg/m3,0.2497,Circular Ecology
Concrete RC20/25 with 15% PFA cement,Materials and Manufacturing,kg/m3,0.2653,Circular Ecology
Concrete RC20/25 with 25% GGBS cement,Materials and Manufacturing,kg/m3,0.2256,Circular Ecology
Concrete RC20/25 with 30% PFA cement,Materials and Manufacturing,kg/m3,0.2353,Circular Ecology
Concrete RC20/25 with 35% natural pozzolanic ash cement,Materials and Manufacturing,kg/m3,0.2239,Circular Ecology
Concrete RC20/25 with 40% PFA cement,Materials and Manufacturing,kg/m3,0.2089,Circular Ecology
Concrete RC20/25 with 50% GGBS cement,Materials and Manufacturing,kg/m3,0.1622,Circular Ecology
Concrete RC20/25 with 70% GGBS cement,Materials and Manufacturing,kg/m3,0.126,Circular Ecology
Concrete RC20/25 with average UK additions cement,Materials and Manufacturing,kg/m3,0.2672,Circular Ecology
Concrete RC20/25 with CEM I cement,Materials and Manufacturing,kg/m3,0.2902,Circular Ecology
Concrete RC25/30 with 14% limestone cement,Materials and Manufacturing,kg/m3,0.266,Circular Ecology
Concrete RC25/30 with 15% PFA cement,Materials and Manufacturing,kg/m3,0.282,Circular Ecology
Concrete RC25/30 with 25% GGBS cement,Materials and Manufacturing,kg/m3,0.2397,Circular Ecology
Concrete RC25/30 with 30% PFA cement,Materials and Manufacturing,kg/m3,0.25,Circular Ecology
Concrete RC25/30 with 35% natural pozzolanic ash cement,Materials and Manufacturing,kg/m3,0.2376,Circular Ecology
Concrete RC25/30 with 40% PFA cement,Materials and Manufacturing,kg/m3,0.2215,Circular Ecology
Concrete RC25/30 with 50% GGBS cement,Materials and Manufacturing,kg/m3,0.172,Circular Ecology
Concrete RC25/30 with 70% GGBS cement,Materials and Manufacturing,kg/m3,0.1328,Circular Ecology
Concrete RC25/30 with average UK additions cement,Materials and Manufacturing,kg/m3,0.2839,Circular Ecology
Concrete RC25/30 with CEM I cement,Materials and Manufacturing,kg/m3,0.3086,Circular Ecology
Concrete RC28/35 with 14% limestone cement,Materials and Manufacturing,kg/m3,0.2817,Circular Ecology
Concrete RC28/35 with 15% PFA cement,Materials and Manufacturing,kg/m3,0.3014,Circular Ecology
Concrete RC28/35 with 25% GGBS cement,Materials and Manufacturing,kg/m3,0.2571,Circular Ecology
Concrete RC28/35 with 30% PFA cement,Materials and Manufacturing,kg/m3,0.2691,Circular Ecology
Concrete RC28/35 with 35% natural pozzolanic ash cement,Materials and Manufacturing,kg/m3,0.252,Circular Ecology
Concrete RC28/35 with 40% PFA cement,Materials and Manufacturing,kg/m3,0.2348,Circular Ecology
Concrete RC28/35 with 50% GGBS cement,Materials and Manufacturing,kg/m3,0.1862,Circular Ecology
Concrete RC28/35 with 70% GGBS cement,Materials and Manufacturing,kg/m3,0.1397,Circular Ecology
Concrete RC28/35 with average UK additions cement,Materials and Manufacturing,kg/m3,0.3006,Circular Ecology
Concrete RC28/35 with CEM I cement,Materials and Manufacturing,kg/m3,0.3268,Circular Ecology
Concrete RC32/40 with 14% limestone cement,Materials and Manufacturing,kg/m3,0.3092,Circular Ecology
Concrete RC32/40 with 15% PFA cement,Materials and Manufacturing,kg/m3,0.3324,Circular Ecology
Concrete RC32/40 with 25% GGBS cement,Materials and Manufacturing,kg/m3,0.2882,Circular Ecology
Concrete RC32/40 with 30% PFA cement,Materials and Manufacturing,kg/m3,0.2978,Circular Ecology
Concrete RC32/40 with 35% natural pozzolanic ash cement,Materials and Manufacturing,kg/m3,0.2786,Circular Ecology
Concrete RC32/40 with 40% PFA cement,Materials and Manufacturing,kg/m3,0.2593,Circular Ecology
Concrete RC32/40 with 50% GGBS cement,Materials and Manufacturing,kg/m3,0.2122,Circular Ecology
Concrete RC32/40 with 70% GGBS cement,Materials and Manufacturing,kg/m3,0.1516,Circular Ecology
Concrete RC32/40 with average UK additions cement,Materials and Manufacturing,kg/m3,0.3297,Circular Ecology
Concrete RC32/40 with CEM I cement,Materials and Manufacturing,kg/m3,0.3588,Circular Ecology
Concrete RC35/45 with 14% limestone cement,Materials and Manufacturing,kg/m3,0.3367,Circular Ecology
Concrete RC35/45 with 15% PFA cement,Materials and Manufacturing,kg/m3,0.355,Circular Ecology
Concrete RC35/45 with 25% GGBS cement,Materials and Manufacturing,kg/m3,0.3098,Circular Ecology
Concrete RC35/45 with 30% PFA cement,Materials and Manufacturing,kg/m3,0.3159,Circular Ecology
Concrete RC35/45 with 35% natural pozzolanic ash cement,Materials and Manufacturing,kg/m3,0.2954,Circular Ecology
Concrete RC35/45 with 40% PFA cement,Materials and Manufacturing,kg/m3,0.2748,Circular Ecology
Concrete RC35/45 with 50% GGBS cement,Materials and Manufacturing,kg/m3,0.2276,Circular Ecology
Concrete RC35/45 with 70% GGBS cement,Materials and Manufacturing,kg/m3,0.1618,Circular Ecology
Concrete RC35/45 with average UK additions cement,Materials and Manufacturing,kg/m3,0.3546,Circular Ecology
Concrete RC35/45 with CEM I cement,Materials and Manufacturing,kg/m3,0.3861,Circular Ecology
Concrete RC40/50 with 14% limestone cement,Materials and Manufacturing,kg/m3,0.3669,Circular Ecology
Concrete RC40/50 with 15% PFA cement,Materials and Manufacturing,kg/m3,0.38,Circular Ecology
Concrete RC40/50 with 25% GGBS cement,Materials and Manufacturing,kg/m3,0.3313,Circular Ecology
Concrete RC40/50 with 30% PFA cement,Materials and Manufacturing,kg/m3,0.3378,Circular Ecology
Concrete RC40/50 with 35% natural pozzolanic ash cement,Materials and Manufacturing,kg/m3,0.3157,Circular Ecology
Concrete RC40/50 with 40% PFA cement,Materials and Manufacturing,kg/m3,0.2935,Circular Ecology
Concrete RC40/50 with 50% GGBS cement,Materials and Manufacturing,kg/m3,0.2427,Circular Ecology
Concrete RC40/50 with 70% GGBS cement,Materials and Manufacturing,kg/m3,0.1718,Circular Ecology
Concrete RC40/50 with average UK additions cement,Materials and Manufacturing,kg/m3,0.3795,Circular Ecology
Concrete RC40/50 with CEM I cement,Materials and Manufacturing,kg/m3,0.4135,Circular Ecology
General concrete admixtures – Average of data collected,Materials and Manufacturing,kg/kg,1.666,Circular Ecology
Mortar (1:0.5:4.5 Cement:Lime:Sand mix - Using CEM I cement),Materials and Manufacturing,kg/kg,0.169,Circular Ecology
Mortar (1:1:6 Cement:Lime:Sand mix - Using average UK Cement Mix),Materials and Manufacturing,kg/kg,0.143,Circular Ecology
Mortar (1:1:6 Cement:Lime:Sand mix - Using CEM I cement),Materials and Manufacturing,kg/kg,0.152,Circular Ecology
Mortar (1:2:9 Cement:Lime:Sand mix - Using average UK Cement Mix),Materials and Manufacturing,kg/kg,0.127,Circular Ecology
Mortar (1:2:9 Cement:Lime:Sand mix - Using CEM I cement),Materials and Manufacturing,kg/kg,0.133,Circular Ecology
Mortar or screed (1:0.5:4.5 Cement:Lime:Sand mix - Using average UK Cement Mix),Materials and Manufacturing,kg/kg,0.157,Circular Ecology
Mortar or screed (1:3 cement:sand mix - Using average UK Cement Mix),Materials and Manufacturing,kg/kg,0.183,Circular Ecology
Mortar or screed (1:3 cement:sand mix - Using CEM I cement),Materials and Manufacturing,kg/kg,0.2,Circular Ecology
Mortar or screed (1:4 cement:sand mix - Using average UK Cement Mix),Materials and Manufacturing,kg/kg,0.149,Circular Ecology
